MAT_00009.ref_MAT_DARK.spu,MAT_00008.ref_MAT_DARK.spu,MAT_00007.ref_MAT_DARK.spu,MAT_00006.ref_MAT_DARK.spu,MAT_00005.ref_MAT_DARK.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00040_B4_CT2.spu,MAT_00041_B4_CT2.spu,MAT_00042_B4_CT2.spu,MAT_00043_B4_CT2.spu,MAT_00044_B4_CT2.spu,MAT_00045_B4_CT1.spu,MAT_00046_B4_CT1.spu,MAT_00047_B4_CT1.spu,MAT_00048_B4_CT1.spu,MAT_00049_B4_CT1.spu,MAT_00050_B4_N.spu,MAT_00051_B4_N.spu,MAT_00052_B4_N.spu,MAT_00053_B4_N.spu,MAT_00054_B4_N.spu,MAT_00055_B4_P.spu,MAT_00056_B4_P.spu,MAT_00057_B4_P.spu,MAT_00058_B4_P.spu,MAT_00059_B4_P.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00095_B1_NP.spu,MAT_00096_B1_NP.spu,MAT_00097_B1_NP.spu,MAT_00098_B1_NP.spu,MAT_00099_B1_NP.spu,MAT_00100_B1_N.spu,MAT_00101_B1_N.spu,MAT_00102_B1_N.spu,MAT_00103_B1_N.spu,MAT_00104_B1_N.spu,MAT_00105_B1_P.spu,MAT_00106_B1_P.spu,MAT_00107_B1_P.spu,MAT_00108_B1_P.spu,MAT_00109_B1_P.spu,MAT_00110_B1_CT1.spu,MAT_00111_B1_CT1.spu,MAT_00112_B1_CT1.spu,MAT_00113_B1_CT1.spu,MAT_00114_B1_CT1.spu
 584 , 0.062096 , 0.069713 , 0.071755 , 0.08247 , 0.047883 , 0.05442 , 0.075182 , 0.087751 , 0.049092 , 0.084359 , 0.104452 , 0.097692 , 0.048552 , 0.065722 , 0.0726 , 0.065429 , 0.074301 , 0.084535 , 0.065335 , 0.070123 , 0.054291 , 0.045395 , 0.089875 , 0.077106 , 0.080733 , 0.054068 , 0.056615 , 0.077247 , 0.07862 , 0.073844 , 0.066473 , 0.051557 , 0.04989 , 0.069067 , 0.086918 , 0.076074 , 0.060946 , 0.067776 , 0.079477 , 0.079289 , 0.079055 , 0.061415 , 0.085545 , 0.067189 , 0.075592 , 0.048775 , 0.051979 , 0.030091 , 0.03549 , 0.053165 , 0.056275 , 0.057131 , 0.054949 , 0.074806 , 0.057331 , 0.076613 , 0.076226 , 0.083972 , 0.072611 , 0.095732 , 0.073632 , 0.068515 , 0.090497 , 0.085932 , 0.059303 , 0.042931 , 0.058974 , 0.061004 , 0.047132 , 0.058528 , 0.091988 , 0.082564 , 0.071461 , 0.055324 , 0.086613 , 0.074783 , 0.09599 , 0.080017 , 0.071414 , 0.084113 , 0.07997 , 0.070663 , 0.063422 , 0.061767 , 0.0509 , 0.058023 , 0.034246 , 0.054385 , 0.050594 , 0.046874 , 0.078585 , 0.100942 , 0.110144 , 0.08754 , 0.106083 , 0.084876 , 0.065617 , 0.081942 , 0.078726 , 0.066333 
 585 , 0.061822 , 0.069461 , 0.071561 , 0.082297 , 0.047649 , 0.054231 , 0.075163 , 0.087624 , 0.04908 , 0.084245 , 0.104402 , 0.097562 , 0.048564 , 0.065577 , 0.072335 , 0.065037 , 0.07406 , 0.084116 , 0.064979 , 0.06986 , 0.054219 , 0.045232 , 0.089337 , 0.077017 , 0.080513 , 0.053879 , 0.056296 , 0.076841 , 0.078484 , 0.073767 , 0.06641 , 0.051485 , 0.049866 , 0.068956 , 0.086849 , 0.075961 , 0.060778 , 0.067572 , 0.079246 , 0.079 , 0.078753 , 0.061259 , 0.085559 , 0.067055 , 0.075456 , 0.048435 , 0.051708 , 0.030014 , 0.035364 , 0.052976 , 0.056073 , 0.05693 , 0.054665 , 0.074494 , 0.057129 , 0.076512 , 0.075949 , 0.083916 , 0.072676 , 0.095767 , 0.07345 , 0.06837 , 0.090393 , 0.085829 , 0.059018 , 0.042592 , 0.058584 , 0.060837 , 0.046886 , 0.058326 , 0.09193 , 0.082426 , 0.071127 , 0.055017 , 0.086662 , 0.074752 , 0.096037 , 0.080103 , 0.071303 , 0.084139 , 0.079786 , 0.070259 , 0.063289 , 0.061611 , 0.050488 , 0.057645 , 0.03405 , 0.054032 , 0.050312 , 0.04664 , 0.078437 , 0.100859 , 0.110105 , 0.087213 , 0.105869 , 0.084866 , 0.065577 , 0.081886 , 0.078577 , 0.066152 
 586 , 0.061549 , 0.069209 , 0.071356 , 0.082112 , 0.047414 , 0.05403 , 0.075144 , 0.087496 , 0.049056 , 0.08413 , 0.104341 , 0.09742 , 0.048575 , 0.065432 , 0.072083 , 0.064622 , 0.073807 , 0.083672 , 0.064599 , 0.069596 , 0.054135 , 0.045056 , 0.088787 , 0.076939 , 0.080294 , 0.05369 , 0.055965 , 0.076423 , 0.078359 , 0.07369 , 0.066347 , 0.051414 , 0.04983 , 0.068845 , 0.086781 , 0.075836 , 0.060599 , 0.067367 , 0.079004 , 0.07871 , 0.078441 , 0.061091 , 0.085573 , 0.066933 , 0.075309 , 0.048094 , 0.051449 , 0.029936 , 0.035238 , 0.052786 , 0.05586 , 0.056716 , 0.054382 , 0.074183 , 0.056927 , 0.0764 , 0.075661 , 0.083848 , 0.07274 , 0.095801 , 0.073244 , 0.0682 , 0.090277 , 0.085713 , 0.058722 , 0.042241 , 0.058182 , 0.060657 , 0.04664 , 0.058112 , 0.091872 , 0.082276 , 0.070792 , 0.05471 , 0.086722 , 0.07471 , 0.096095 , 0.080177 , 0.07118 , 0.084165 , 0.07959 , 0.069854 , 0.063144 , 0.061443 , 0.050077 , 0.057244 , 0.033842 , 0.053666 , 0.050018 , 0.046382 , 0.078276 , 0.100775 , 0.110066 , 0.086886 , 0.105667 , 0.084857 , 0.065537 , 0.081842 , 0.078429 , 0.065983 
 587 , 0.061277 , 0.068959 , 0.071164 , 0.081942 , 0.047192 , 0.053842 , 0.075128 , 0.087383 , 0.049045 , 0.084017 , 0.104295 , 0.097282 , 0.048588 , 0.065288 , 0.071821 , 0.064221 , 0.073568 , 0.083255 , 0.064221 , 0.069334 , 0.054065 , 0.044882 , 0.088251 , 0.076852 , 0.080065 , 0.053514 , 0.055648 , 0.076019 , 0.078236 , 0.073627 , 0.066285 , 0.051344 , 0.049819 , 0.068736 , 0.086727 , 0.075726 , 0.060445 , 0.067153 , 0.078763 , 0.078423 , 0.078142 , 0.060949 , 0.085601 , 0.066813 , 0.075175 , 0.047755 , 0.05118 , 0.029871 , 0.035113 , 0.052599 , 0.05566 , 0.056504 , 0.0541 , 0.073873 , 0.056727 , 0.076312 , 0.075386 , 0.083806 , 0.072806 , 0.095839 , 0.073064 , 0.068068 , 0.090151 , 0.085612 , 0.058439 , 0.041903 , 0.057794 , 0.060468 , 0.046395 , 0.057912 , 0.091816 , 0.082129 , 0.070472 , 0.054405 , 0.086773 , 0.07467 , 0.096144 , 0.080265 , 0.071082 , 0.084205 , 0.079408 , 0.069452 , 0.063001 , 0.061289 , 0.049667 , 0.056856 , 0.033647 , 0.053303 , 0.049714 , 0.046137 , 0.078142 , 0.100706 , 0.11003 , 0.086574 , 0.105467 , 0.08485 , 0.065511 , 0.081813 , 0.078283 , 0.065804 
 588 , 0.061077 , 0.068796 , 0.071087 , 0.08186 , 0.047144 , 0.053723 , 0.075151 , 0.087381 , 0.049048 , 0.083962 , 0.104275 , 0.097202 , 0.048648 , 0.065213 , 0.071674 , 0.063909 , 0.073483 , 0.083011 , 0.063956 , 0.069148 , 0.05404 , 0.044795 , 0.087921 , 0.07682 , 0.079956 , 0.0535 , 0.05545 , 0.075739 , 0.078218 , 0.073695 , 0.066235 , 0.051362 , 0.049858 , 0.068678 , 0.086747 , 0.075692 , 0.060455 , 0.067057 , 0.078558 , 0.078229 , 0.078018 , 0.060854 , 0.085689 , 0.066822 , 0.07514 , 0.047544 , 0.051045 , 0.029945 , 0.035032 , 0.052478 , 0.055485 , 0.05632 , 0.053946 , 0.073648 , 0.05659 , 0.076338 , 0.075222 , 0.083892 , 0.072884 , 0.095887 , 0.072955 , 0.068103 , 0.089966 , 0.085631 , 0.058305 , 0.041799 , 0.057612 , 0.060337 , 0.046287 , 0.057835 , 0.091834 , 0.082059 , 0.070417 , 0.05424 , 0.086841 , 0.074729 , 0.096263 , 0.080462 , 0.071063 , 0.084362 , 0.079322 , 0.06916 , 0.06291 , 0.061148 , 0.049435 , 0.056625 , 0.033517 , 0.053042 , 0.049506 , 0.045981 , 0.078124 , 0.100668 , 0.110008 , 0.086429 , 0.105461 , 0.084902 , 0.065553 , 0.081907 , 0.078147 , 0.065706 
 589 , 0.060884 , 0.068645 , 0.071 , 0.081764 , 0.047094 , 0.053595 , 0.075169 , 0.087381 , 0.049049 , 0.083884 , 0.104269 , 0.09712 , 0.048719 , 0.065136 , 0.07153 , 0.063593 , 0.073391 , 0.082753 , 0.063675 , 0.068951 , 0.054007 , 0.044715 , 0.087581 , 0.076794 , 0.079844 , 0.053489 , 0.055255 , 0.075452 , 0.078196 , 0.073779 , 0.066195 , 0.051381 , 0.049909 , 0.06861 , 0.086757 , 0.075664 , 0.06046 , 0.066937 , 0.078361 , 0.078019 , 0.077889 , 0.060755 , 0.08578 , 0.06682 , 0.07511 , 0.04733 , 0.050898 , 0.030018 , 0.034953 , 0.052346 , 0.055314 , 0.056115 , 0.053783 , 0.073414 , 0.056456 , 0.07637 , 0.07504 , 0.083966 , 0.072955 , 0.095919 , 0.072837 , 0.06815 , 0.089784 , 0.085638 , 0.058176 , 0.041677 , 0.05741 , 0.060189 , 0.046175 , 0.05774 , 0.091833 , 0.081988 , 0.070364 , 0.054077 , 0.086898 , 0.07478 , 0.096379 , 0.080645 , 0.071047 , 0.084508 , 0.079232 , 0.068869 , 0.062792 , 0.061002 , 0.049202 , 0.056374 , 0.033386 , 0.052782 , 0.049273 , 0.045822 , 0.078113 , 0.10063 , 0.109992 , 0.086298 , 0.105446 , 0.084955 , 0.065595 , 0.082011 , 0.078007 , 0.065595 
 590 , 0.06067 , 0.068474 , 0.070906 , 0.081661 , 0.047034 , 0.053468 , 0.075191 , 0.087375 , 0.049053 , 0.083821 , 0.104257 , 0.097044 , 0.048782 , 0.06505 , 0.071378 , 0.063267 , 0.07329 , 0.082487 , 0.063385 , 0.068757 , 0.053976 , 0.044626 , 0.087233 , 0.076761 , 0.079713 , 0.05348 , 0.05505 , 0.075156 , 0.078178 , 0.073857 , 0.06616 , 0.051391 , 0.04995 , 0.068544 , 0.086773 , 0.07564 , 0.060457 , 0.066833 , 0.078143 , 0.077812 , 0.077765 , 0.060658 , 0.085864 , 0.066821 , 0.075073 , 0.047105 , 0.050753 , 0.030093 , 0.034862 , 0.052217 , 0.055133 , 0.055912 , 0.05361 , 0.073172 , 0.056314 , 0.076395 , 0.074861 , 0.084045 , 0.073031 , 0.095957 , 0.072712 , 0.068202 , 0.089594 , 0.085651 , 0.058037 , 0.041556 , 0.057211 , 0.060032 , 0.046054 , 0.057659 , 0.091837 , 0.081909 , 0.070303 , 0.053917 , 0.086973 , 0.074825 , 0.096501 , 0.080846 , 0.071024 , 0.084659 , 0.079134 , 0.068568 , 0.062677 , 0.060847 , 0.048947 , 0.056125 , 0.033245 , 0.0525 , 0.049041 , 0.045653 , 0.078095 , 0.100597 , 0.109959 , 0.086147 , 0.105426 , 0.085013 , 0.06564 , 0.082109 , 0.077871 , 0.065487 
 591 , 0.060577 , 0.068389 , 0.070882 , 0.081648 , 0.047011 , 0.053416 , 0.075279 , 0.087451 , 0.049114 , 0.083835 , 0.104315 , 0.097047 , 0.04889 , 0.065056 , 0.07132 , 0.063083 , 0.073222 , 0.082322 , 0.063213 , 0.068649 , 0.053983 , 0.044553 , 0.086931 , 0.076815 , 0.079663 , 0.053475 , 0.054952 , 0.074983 , 0.078186 , 0.073967 , 0.066226 , 0.051501 , 0.050012 , 0.068578 , 0.086872 , 0.075669 , 0.060483 , 0.066782 , 0.07802 , 0.077737 , 0.077678 , 0.060648 , 0.086009 , 0.066853 , 0.075101 , 0.046963 , 0.050615 , 0.030088 , 0.034827 , 0.05214 , 0.055023 , 0.055815 , 0.053546 , 0.073116 , 0.056288 , 0.076401 , 0.074782 , 0.08413 , 0.073151 , 0.096172 , 0.072691 , 0.068271 , 0.089637 , 0.085678 , 0.05793 , 0.041492 , 0.057044 , 0.059951 , 0.045959 , 0.057647 , 0.091906 , 0.08192 , 0.070268 , 0.05383 , 0.087073 , 0.074948 , 0.096692 , 0.081105 , 0.071083 , 0.084827 , 0.079072 , 0.068353 , 0.062634 , 0.060743 , 0.048772 , 0.055933 , 0.03316 , 0.052317 , 0.04889 , 0.045569 , 0.078115 , 0.100675 , 0.110105 , 0.086045 , 0.105473 , 0.085123 , 0.065694 , 0.082216 , 0.077855 , 0.065482 
 592 , 0.060523 , 0.068329 , 0.070891 , 0.081674 , 0.046988 , 0.053382 , 0.075399 , 0.087558 , 0.049194 , 0.083893 , 0.104391 , 0.097096 , 0.049005 , 0.065067 , 0.071271 , 0.062931 , 0.073169 , 0.082184 , 0.063062 , 0.068554 , 0.053987 , 0.044497 , 0.086657 , 0.076882 , 0.079622 , 0.053453 , 0.054877 , 0.074853 , 0.07821 , 0.074082 , 0.066324 , 0.051638 , 0.050084 , 0.068637 , 0.087013 , 0.075707 , 0.060523 , 0.066751 , 0.077938 , 0.0777 , 0.077605 , 0.060677 , 0.086182 , 0.066905 , 0.075138 , 0.046857 , 0.050476 , 0.03006 , 0.034805 , 0.052077 , 0.054936 , 0.055743 , 0.053501 , 0.07311 , 0.056288 , 0.076419 , 0.074735 , 0.084225 , 0.073299 , 0.096467 , 0.072682 , 0.068353 , 0.089753 , 0.085708 , 0.057854 , 0.041424 , 0.056905 , 0.059883 , 0.045861 , 0.057676 , 0.091983 , 0.081959 , 0.070215 , 0.053762 , 0.08719 , 0.075079 , 0.096918 , 0.081366 , 0.071164 , 0.084996 , 0.079017 , 0.068163 , 0.062599 , 0.060677 , 0.048625 , 0.055743 , 0.033085 , 0.052172 , 0.048755 , 0.045493 , 0.078139 , 0.100785 , 0.110311 , 0.085957 , 0.105542 , 0.085257 , 0.065767 , 0.082315 , 0.077866 , 0.065494 
 593 , 0.060472 , 0.068272 , 0.070904 , 0.081693 , 0.046979 , 0.05335 , 0.075524 , 0.087659 , 0.049266 , 0.083955 , 0.104462 , 0.09715 , 0.049123 , 0.06508 , 0.071213 , 0.062782 , 0.073095 , 0.082038 , 0.062901 , 0.068474 , 0.054005 , 0.044431 , 0.086361 , 0.076953 , 0.079585 , 0.053446 , 0.054803 , 0.074702 , 0.078227 , 0.07419 , 0.066426 , 0.051778 , 0.050147 , 0.0687 , 0.087135 , 0.075762 , 0.060555 , 0.066724 , 0.077858 , 0.077668 , 0.077537 , 0.060722 , 0.086361 , 0.06695 , 0.075179 , 0.046741 , 0.050326 , 0.030045 , 0.034773 , 0.052017 , 0.054851 , 0.055661 , 0.053458 , 0.073107 , 0.056304 , 0.076417 , 0.074679 , 0.084325 , 0.073452 , 0.096757 , 0.072678 , 0.068439 , 0.089874 , 0.085742 , 0.057757 , 0.04137 , 0.056756 , 0.059817 , 0.045765 , 0.057709 , 0.092053 , 0.08199 , 0.070177 , 0.053696 , 0.087302 , 0.075214 , 0.097138 , 0.081645 , 0.071261 , 0.085158 , 0.078954 , 0.067974 , 0.062579 , 0.060603 , 0.048468 , 0.055553 , 0.033011 , 0.052017 , 0.048623 , 0.045431 , 0.078156 , 0.100901 , 0.110511 , 0.085861 , 0.105605 , 0.085396 , 0.065831 , 0.082431 , 0.077882 , 0.065509 
 594 , 0.060411 , 0.068218 , 0.070939 , 0.081742 , 0.046959 , 0.053333 , 0.075654 , 0.087758 , 0.049346 , 0.084046 , 0.104565 , 0.0972 , 0.04925 , 0.065102 , 0.071178 , 0.062631 , 0.073052 , 0.081933 , 0.062763 , 0.068409 , 0.054025 , 0.04438 , 0.086135 , 0.076979 , 0.07957 , 0.053464 , 0.054741 , 0.074592 , 0.07828 , 0.074305 , 0.066523 , 0.051888 , 0.050241 , 0.068767 , 0.087269 , 0.075809 , 0.060578 , 0.06669 , 0.077827 , 0.077636 , 0.077493 , 0.060745 , 0.086529 , 0.067 , 0.075225 , 0.046624 , 0.050217 , 0.030033 , 0.034748 , 0.051984 , 0.054789 , 0.055613 , 0.053404 , 0.073064 , 0.056305 , 0.076442 , 0.07464 , 0.084404 , 0.073625 , 0.096997 , 0.072682 , 0.068492 , 0.089942 , 0.085788 , 0.057714 , 0.041241 , 0.056627 , 0.059767 , 0.045658 , 0.057726 , 0.092139 , 0.082017 , 0.070116 , 0.053631 , 0.087448 , 0.075332 , 0.097343 , 0.081873 , 0.071321 , 0.085335 , 0.078901 , 0.067824 , 0.062584 , 0.060554 , 0.048319 , 0.055362 , 0.032909 , 0.051877 , 0.04851 , 0.045371 , 0.078209 , 0.10102 , 0.110652 , 0.085812 , 0.105687 , 0.085538 , 0.065938 , 0.082554 , 0.077898 , 0.065532 
 595 , 0.06038 , 0.068206 , 0.071018 , 0.081823 , 0.046942 , 0.053356 , 0.075792 , 0.08789 , 0.049431 , 0.084192 , 0.104726 , 0.097295 , 0.049372 , 0.065119 , 0.071185 , 0.062522 , 0.073064 , 0.081895 , 0.062666 , 0.068397 , 0.05405 , 0.044358 , 0.085987 , 0.076977 , 0.079598 , 0.053548 , 0.054696 , 0.074524 , 0.078413 , 0.074428 , 0.066626 , 0.051956 , 0.050353 , 0.06884 , 0.087399 , 0.075888 , 0.060608 , 0.066686 , 0.077851 , 0.077635 , 0.077492 , 0.060763 , 0.086705 , 0.067081 , 0.075278 , 0.0465 , 0.050137 , 0.030047 , 0.034701 , 0.052004 , 0.054804 , 0.055618 , 0.05338 , 0.073004 , 0.056324 , 0.076486 , 0.074596 , 0.084468 , 0.073842 , 0.097176 , 0.072729 , 0.068517 , 0.089936 , 0.08588 , 0.057736 , 0.041007 , 0.056551 , 0.059782 , 0.045578 , 0.057724 , 0.092246 , 0.082075 , 0.070073 , 0.053572 , 0.087651 , 0.075445 , 0.097546 , 0.082063 , 0.071389 , 0.085533 , 0.078892 , 0.067739 , 0.062618 , 0.06056 , 0.048211 , 0.055223 , 0.032799 , 0.051801 , 0.048474 , 0.045351 , 0.078305 , 0.101184 , 0.110745 , 0.085832 , 0.105779 , 0.085724 , 0.066088 , 0.082721 , 0.077922 , 0.065573 
 596 , 0.060339 , 0.068184 , 0.071099 , 0.081919 , 0.046928 , 0.053381 , 0.075945 , 0.088037 , 0.049519 , 0.08433 , 0.104903 , 0.097394 , 0.049507 , 0.065137 , 0.071183 , 0.062414 , 0.073078 , 0.081859 , 0.062558 , 0.068388 , 0.054077 , 0.044324 , 0.085842 , 0.076965 , 0.07964 , 0.053621 , 0.054665 , 0.074458 , 0.078536 , 0.074554 , 0.066733 , 0.052026 , 0.050466 , 0.068928 , 0.087533 , 0.075969 , 0.060639 , 0.066673 , 0.077889 , 0.077625 , 0.077505 , 0.060795 , 0.086897 , 0.067164 , 0.075322 , 0.046376 , 0.05007 , 0.030049 , 0.034668 , 0.052038 , 0.054821 , 0.055612 , 0.053345 , 0.072934 , 0.056332 , 0.076533 , 0.074554 , 0.084534 , 0.074062 , 0.097358 , 0.072778 , 0.068556 , 0.089944 , 0.085974 , 0.05776 , 0.040774 , 0.056476 , 0.059787 , 0.0455 , 0.057724 , 0.092344 , 0.082135 , 0.070019 , 0.053513 , 0.087857 , 0.075549 , 0.097742 , 0.082243 , 0.071459 , 0.085746 , 0.078884 , 0.067644 , 0.062666 , 0.060567 , 0.048103 , 0.055073 , 0.032677 , 0.051714 , 0.048415 , 0.045332 , 0.078392 , 0.101352 , 0.110841 , 0.085842 , 0.105887 , 0.085926 , 0.066241 , 0.082891 , 0.077961 , 0.065617 
 597 , 0.060295 , 0.06816 , 0.071178 , 0.082001 , 0.046911 , 0.053405 , 0.076097 , 0.08817 , 0.049617 , 0.084467 , 0.105066 , 0.097478 , 0.049641 , 0.065166 , 0.071178 , 0.062304 , 0.07309 , 0.081821 , 0.06246 , 0.068389 , 0.054102 , 0.04429 , 0.085693 , 0.076963 , 0.079668 , 0.053706 , 0.054631 , 0.074389 , 0.078658 , 0.07469 , 0.066825 , 0.052094 , 0.050591 , 0.069014 , 0.087677 , 0.076061 , 0.06068 , 0.066669 , 0.077913 , 0.077624 , 0.077516 , 0.060813 , 0.087076 , 0.067246 , 0.075387 , 0.04625 , 0.050002 , 0.030064 , 0.034633 , 0.052058 , 0.054836 , 0.055594 , 0.053309 , 0.072862 , 0.056351 , 0.07659 , 0.074509 , 0.084599 , 0.074281 , 0.09755 , 0.072826 , 0.068605 , 0.089938 , 0.086078 , 0.057794 , 0.040562 , 0.056399 , 0.059802 , 0.045432 , 0.057734 , 0.092451 , 0.082194 , 0.069976 , 0.053465 , 0.088062 , 0.075664 , 0.097947 , 0.082434 , 0.071527 , 0.085958 , 0.078875 , 0.067547 , 0.062713 , 0.060572 , 0.047993 , 0.054932 , 0.032553 , 0.051637 , 0.048366 , 0.0453 , 0.07849 , 0.101519 , 0.110946 , 0.085849 , 0.105992 , 0.086114 , 0.066404 , 0.08306 , 0.077997 , 0.065659 
 598 , 0.060258 , 0.068141 , 0.071215 , 0.082076 , 0.046902 , 0.053399 , 0.07623 , 0.088356 , 0.049723 , 0.084547 , 0.105195 , 0.097577 , 0.049843 , 0.065224 , 0.071179 , 0.062187 , 0.073168 , 0.081798 , 0.062392 , 0.068419 , 0.054171 , 0.044238 , 0.085583 , 0.076977 , 0.079677 , 0.053761 , 0.054593 , 0.074373 , 0.078761 , 0.074831 , 0.066888 , 0.05217 , 0.050723 , 0.069142 , 0.087813 , 0.076121 , 0.0608 , 0.066743 , 0.077905 , 0.077652 , 0.077555 , 0.060873 , 0.087271 , 0.067297 , 0.075458 , 0.046119 , 0.04994 , 0.030075 , 0.034583 , 0.052037 , 0.054773 , 0.055509 , 0.053218 , 0.07283 , 0.056292 , 0.07676 , 0.074518 , 0.084643 , 0.074421 , 0.097734 , 0.072854 , 0.06872 , 0.089935 , 0.086246 , 0.057847 , 0.04055 , 0.056328 , 0.059788 , 0.045456 , 0.057823 , 0.092575 , 0.082269 , 0.070082 , 0.053459 , 0.088127 , 0.075796 , 0.098168 , 0.08269 , 0.071649 , 0.086198 , 0.078881 , 0.067406 , 0.062693 , 0.060595 , 0.047842 , 0.054834 , 0.032486 , 0.051555 , 0.048312 , 0.045203 , 0.078556 , 0.101663 , 0.111078 , 0.085849 , 0.106087 , 0.086343 , 0.066538 , 0.083197 , 0.078038 , 0.065694 
 599 , 0.060222 , 0.068114 , 0.071256 , 0.082157 , 0.046892 , 0.053394 , 0.076356 , 0.088538 , 0.049829 , 0.084611 , 0.105325 , 0.097675 , 0.050046 , 0.065274 , 0.071184 , 0.062071 , 0.073238 , 0.081783 , 0.062325 , 0.06844 , 0.05424 , 0.044197 , 0.085469 , 0.076997 , 0.07968 , 0.053817 , 0.054542 , 0.074338 , 0.078858 , 0.074978 , 0.066954 , 0.052234 , 0.050868 , 0.069262 , 0.087958 , 0.076187 , 0.060911 , 0.066821 , 0.077879 , 0.077661 , 0.077613 , 0.060923 , 0.087463 , 0.067352 , 0.075534 , 0.045985 , 0.049877 , 0.030069 , 0.034528 , 0.052004 , 0.054711 , 0.055424 , 0.053128 , 0.072791 , 0.056234 , 0.076912 , 0.074519 , 0.084671 , 0.074555 , 0.097905 , 0.072888 , 0.068851 , 0.08994 , 0.086423 , 0.057902 , 0.040547 , 0.05627 , 0.059775 , 0.045466 , 0.057914 , 0.092684 , 0.082338 , 0.070193 , 0.053466 , 0.088188 , 0.075933 , 0.098388 , 0.082943 , 0.071776 , 0.086435 , 0.078882 , 0.067256 , 0.062675 , 0.060621 , 0.047689 , 0.054735 , 0.032425 , 0.051472 , 0.048245 , 0.045091 , 0.078616 , 0.101808 , 0.111199 , 0.085843 , 0.106171 , 0.086556 , 0.066676 , 0.083317 , 0.078084 , 0.065721 
 600 , 0.060187 , 0.068088 , 0.071299 , 0.082241 , 0.04687 , 0.053377 , 0.076485 , 0.088736 , 0.049936 , 0.084677 , 0.105446 , 0.097776 , 0.050251 , 0.065325 , 0.071178 , 0.061969 , 0.073311 , 0.081756 , 0.062259 , 0.068464 , 0.05431 , 0.044144 , 0.085355 , 0.077019 , 0.079684 , 0.053874 , 0.054492 , 0.074316 , 0.078957 , 0.075116 , 0.06701 , 0.052311 , 0.051002 , 0.069385 , 0.088094 , 0.076255 , 0.061036 , 0.0669 , 0.077867 , 0.077685 , 0.077661 , 0.060975 , 0.087658 , 0.067409 , 0.075601 , 0.045852 , 0.049815 , 0.030076 , 0.034474 , 0.051984 , 0.054638 , 0.05534 , 0.053038 , 0.072741 , 0.056164 , 0.077079 , 0.074522 , 0.084701 , 0.074704 , 0.098079 , 0.072911 , 0.068973 , 0.089924 , 0.086603 , 0.057958 , 0.040545 , 0.056201 , 0.059751 , 0.045489 , 0.057994 , 0.092795 , 0.082411 , 0.070293 , 0.053462 , 0.088264 , 0.076061 , 0.098612 , 0.083211 , 0.071893 , 0.086676 , 0.078885 , 0.067106 , 0.062659 , 0.060636 , 0.047537 , 0.054638 , 0.032354 , 0.05139 , 0.048191 , 0.044992 , 0.078679 , 0.101968 , 0.111323 , 0.08584 , 0.106258 , 0.086785 , 0.066816 , 0.083453 , 0.078121 , 0.065749 
